   1    1   1.000000000070e+00
   1    2   2.336898571278e-01
   2    2   9.999999993372e-01
   1    3   1.672797625904e-01
   2    3   7.636408093812e-01
   3    3   1.000000000000e+00
   4    4   9.999999998665e-01
   5    5   9.999999998665e-01
   6    6   9.999999998665e-01
   4    7   5.015206849954e-01
   7    7   1.000000000000e+00
   5    8   5.015206849954e-01
   8    8   1.000000000000e+00
   6    9   5.015206849954e-01
   9    9   1.000000000000e+00
   1   10   3.477216340204e-02
   2   10   2.478269100633e-01
   3   10   4.266546354011e-01
   5   10   2.264829263904e-01
   6   10   1.758979539503e-01
   8   10   4.609037407213e-01
   9   10   3.579608681900e-01
  10   10   9.999999999238e-01
   1   11   6.888130517948e-02
   2   11   3.798072102136e-01
   3   11   6.832005106389e-01
   5   11   1.167280415818e-01
   6   11   9.065682791234e-02
   8   11   3.800811948454e-01
   9   11   2.951900418006e-01
  10   11   6.582919696580e-01
  11   11   1.000000000000e+00
   1   12   3.477216340204e-02
   2   12   2.478269100633e-01
   3   12   4.266546354011e-01
   5   12  -2.264829263904e-01
   6   12   1.758979539503e-01
   8   12  -4.609037407213e-01
   9   12   3.579608681900e-01
  10   12   5.173506266585e-02
  11   12   2.243956772202e-01
  12   12   9.999999999238e-01
   1   13   6.888130517948e-02
   2   13   3.798072102136e-01
   3   13   6.832005106389e-01
   5   13  -1.167280415818e-01
   6   13   9.065682791234e-02
   8   13  -3.800811948454e-01
   9   13   2.951900418006e-01
  10   13   2.243956772202e-01
  11   13   5.163322370859e-01
  12   13   6.582919696580e-01
  13   13   1.000000000000e+00
