   1    1   4.627215120216e+01
   1    2  -1.311984088716e+01
   2    2   5.209439756748e+00
   1    3   2.710626516650e-01
   2    3   8.049811556065e-01
   3    3   7.303500000000e-01
   4    4   4.254273511534e+00
   5    5   4.254273511534e+00
   6    6   4.254273511534e+00
   4    7   1.084552488012e+00
   7    7   1.079250000000e+00
   5    8   1.084552488012e+00
   8    8   1.079250000000e+00
   6    9   1.084552488012e+00
   9    9   1.079250000000e+00
   1   10  -1.409392204593e+00
   2   10   1.406204259931e+00
   3   10   6.518250657430e-01
  10   10   4.771000000000e+00
  11   11   7.707000000000e+00
  12   12   7.707000000000e+00
   1   13  -1.409392204593e+00
   2   13   1.406204259931e+00
   3   13   6.518250657430e-01
  10   13  -3.670000000000e-01
  13   13   4.771000000000e+00
  14   14   7.707000000000e+00
   1   15  -1.409392204593e+00
   2   15   1.406204259931e+00
   3   15   6.518250657430e-01
  10   15  -3.670000000000e-01
  13   15  -3.670000000000e-01
  15   15   4.771000000000e+00
