     1     1     1     1   1.543935674977465
     1     1     1     2   0.785447193186321
     1     2     1     2   0.803951859103487
     1     1     2     2   0.427025460994157
     2     1     2     2   0.476189573592020
     1     2     2     2   0.476189573592020
     2     2     2     2   0.615937941441724
     1     1     1     3   0.000000000000000
     1     2     1     3   0.000000000000000
     1     3     1     3   0.000000000000000
     1     1     2     3   0.000000000000000
     2     1     2     3   0.000000000000000
     1     2     2     3   0.000000000000000
     2     2     2     3   0.000000000000000
     1     3     2     3   0.000000000000000
     2     3     2     3   0.000000000000000
     1     1     3     3   0.000000000000000
     2     1     3     3   0.000000000000000
     3     1     3     3   0.000000000000000
     1     2     3     3   0.000000000000000
     2     2     3     3   0.000000000000000
     3     2     3     3   0.000000000000000
     1     3     3     3   0.000000000000000
     2     3     3     3   0.000000000000000
     3     3     3     3   0.000000000000000
