   1    1  -6.172187212056e+01
   1    2  -7.444261278769e+00
   2    2  -1.014089974282e+01
   3    3  -9.984714784797e+00
   4    4  -1.013993268143e+01
   1    5  -1.896593789649e-02
   2    5  -2.232479109527e-01
   5    5  -1.007833991478e+01
   1    6  -1.738681687563e+00
   2    6  -3.856588766410e+00
   4    6  -2.246146651828e+00
   5    6  -1.817311747661e+00
   6    6  -5.828983523778e+00
   1    7  -1.738681687563e+00
   2    7  -3.856588766410e+00
   4    7   2.246146651828e+00
   5    7  -1.817311747661e+00
   6    7  -1.611654976389e+00
   7    7  -5.828983523778e+00
