   1    1   2.954014709921e+01
   1    2  -2.185403759180e+00
   2    2   1.711211124305e+00
   1    3   1.312825123741e-01
   2    3   4.800478697471e-01
   3    3   4.050087339000e-01
   4    4   4.251876865608e+00
   5    5   4.251876865608e+00
   6    6   4.251876865608e+00
   4    7   5.472433053051e-01
   7    7   6.750145565000e-01
   5    8   5.472433053051e-01
   8    8   6.750145565000e-01
   6    9   5.472433053051e-01
   9    9   6.750145565000e-01
   1   10  -2.222575785257e-02
   2   10   2.003902261087e-02
   3   10   1.423014634419e-01
   5   10   1.762839652564e-01
   6   10   1.369109331862e-01
   8   10   3.360325183939e-01
   9   10   2.609796393410e-01
  10   10   1.395678380514e+00
   1   11   2.136326895123e-02
   2   11   1.097240539108e-01
   3   11   1.611798287838e-01
   5   11   6.696153449156e-02
   6   11   5.200567256065e-02
   8   11   1.664205311579e-01
   9   11   1.292504975653e-01
  10   11   2.597349959789e-01
  11   11   2.419166382000e-01
   1   12  -2.222575785257e-02
   2   12   2.003902261087e-02
   3   12   1.423014634419e-01
   5   12  -1.762839652564e-01
   6   12   1.369109331862e-01
   8   12  -3.360325183939e-01
   9   12   2.609796393410e-01
  10   12  -4.539336175792e-02
  11   12   2.485071656434e-02
  12   12   1.395678380514e+00
   1   13   2.136326895123e-02
   2   13   1.097240539108e-01
   3   13   1.611798287838e-01
   5   13  -6.696153449156e-02
   6   13   5.200567256065e-02
   8   13  -1.664205311579e-01
   9   13   1.292504975653e-01
  10   13   2.485071656434e-02
  11   13   6.986556422369e-02
  12   13   2.597349959789e-01
  13   13   2.419166382000e-01
