   1    1   1.000000000049e+00
   1    2   2.367039205823e-01
   2    2   1.000000000033e+00
   3    3   9.999999999800e-01
   4    4   9.999999999800e-01
   5    5   9.999999999800e-01
   1    6   5.372655015956e-02
   2    6   4.735183849423e-01
   4    6   3.102018046758e-01
   5    6   2.409182167670e-01
   6    6   1.000000000070e+00
   1    7   5.372655015956e-02
   2    7   4.735183849423e-01
   4    7  -3.102018046758e-01
   5    7   2.409182167670e-01
   6    7   2.512958796904e-01
   7    7   1.000000000070e+00
